,TradingTime,Buy_Sell,Qty,Action,Commision,openPositionQty,openPositionValue,CapitalRemained,price,index
69,2020-05-17 17:38:00,Buy,0.10524454622761448,Increase Position,1.9999999999999998,0.21053075626096915,2000.6421971345508,92811.75091988133,9501.68,1508.0
70,2020-05-17 17:45:00,Sell,0.10533811427921343,Reduce Position,2.0,0.0,0.0,93809.75091988133,9493.24,1515.0
71,2020-05-17 17:46:00,Buy,0.10542562433054728,Open,2.0,0.10542562433054728,1000.4955004343535,92807.75091988133,9485.36,1516.0
72,2020-05-17 18:01:00,Sell,0.10542562433054728,DownwardsClose,2.003620315939511,0.0,0.0,93807.55745753515,9502.53,1531.0
73,2020-05-17 18:31:00,Buy,0.10498401093513458,Open,2.0,0.10498401093513458,999.0362467796155,92805.55745753515,9525.26,1561.0
74,2020-05-17 19:01:00,Sell,0.10489844257282312,Reduce Position,2.0,0.0,0.0,93803.55745753515,9533.03,1591.0
75,2020-05-17 19:02:00,Buy,0.10492309661633505,Open,2.0,0.10492309661633505,998.8678797875097,92801.55745753515,9530.79,1592.0
76,2020-05-17 19:08:00,Buy,0.10498290878245022,Increase Position,2.0,0.20990600539878526,1997.6040853384038,91799.55745753515,9525.36,1598.0
77,2020-05-17 19:31:00,Sell,0.20990600539878526,DownwardsClose,3.9937766117199875,0.0,0.0,93792.45198678342,9513.25,1621.0
78,2020-05-17 20:01:00,Buy,0.1049602095845465,Open,2.0,0.1049602095845465,1000.2886405763575,92790.45198678342,9527.42,1651.0
79,2020-05-17 20:53:00,Buy,0.1028001739378943,Increase Position,2.0,0.2077603835224408,2019.7737324709367,91788.45198678342,9727.61,1703.0
80,2020-05-17 21:06:00,Sell,0.10280059665466298,Reduce Position,2.0,0.0,0.0,92786.45198678342,9727.57,1716.0
81,2020-05-17 21:07:00,Buy,0.10274366688037351,Open,2.0,0.10274366688037351,1000.4644013742994,91784.45198678342,9732.96,1717.0
82,2020-05-17 21:24:00,Buy,0.10285071321827081,Increase Position,2.0,0.20559438009864434,2000.1413743400692,90782.45198678342,9722.83,1734.0
83,2020-05-17 21:31:00,Sell,0.20559438009864434,DownwardsClose,4.000048371086827,0.0,0.0,92778.47612395574,9728.01,1741.0
84,2020-05-17 22:01:00,Buy,0.10236787122940742,Open,2.0,0.10236787122940742,998.8545035209429,91776.47612395574,9768.69,1771.0
85,2020-05-17 22:27:00,Buy,0.10259472314300987,Increase Position,2.0,0.2049625943724173,1999.4101081029307,90774.47612395574,9747.09,1797.0
86,2020-05-17 22:37:00,Sell,0.2049625943724173,Boll_Up_Close,3.9980249613396963,0.0,0.0,92769.49057966424,9753.06,1807.0
87,2020-05-17 22:38:00,Buy,0.10249388111529742,Open,2.0,0.10249388111529742,999.6258973339293,91767.49057966424,9756.68,1808.0
88,2020-05-17 22:58:00,Buy,0.10210061811714208,Increase Position,2.0,0.2045944992324395,2004.5186981198108,90765.49057966424,9794.26,1828.0
89,2020-05-17 23:27:00,Sell,0.2045944992324395,Boll_Up_Close,4.024517016051548,0.0,0.0,92773.72457067396,9835.35,1857.0
90,2020-05-17 23:28:00,Buy,0.10177060498553839,Open,2.0,0.10177060498553839,1000.639119399309,91771.72457067396,9826.02,1858.0
91,2020-05-17 23:52:00,Sell,0.10203519397910726,Reduce Position,2.0,0.0,0.0,92769.72457067396,9800.54,1882.0
92,2020-05-17 23:53:00,Buy,0.10213210992683255,Open,2.0,0.10213210992683255,1000.0010213210992,91767.72457067396,9791.24,1883.0
93,2020-05-17 23:59:00,Sell,0.10200532263773524,Reduce Position,2.0,0.0,0.0,92765.72457067396,9803.41,1889.0
94,2020-05-18 00:00:00,Buy,0.10183465311043764,Open,2.0,0.10183465311043764,1000.4786228696191,91763.72457067396,9819.84,1890.0
95,2020-05-18 00:13:00,Sell,0.10206414527402181,Reduce Position,2.0,0.0,0.0,92761.72457067396,9797.76,1903.0
96,2020-05-18 00:14:00,Buy,0.10211792578069154,Open,2.0,0.10211792578069154,1001.9106263913567,91759.72457067396,9792.6,1904.0
97,2020-05-18 00:31:00,Sell,0.10211792578069154,DownwardsClose,2.001789106059678,0.0,0.0,92758.61733459774,9801.36,1921.0
