datetime,ma_5,boll_bottom,boll_top
2020-05-16 17:49:00,9403.622000000003,9393.355234199671,9413.888765800335
2020-05-16 17:50:00,9404.310000000003,9395.588967951051,9413.031032048955
2020-05-16 17:51:00,9405.082000000004,9398.80368175394,9411.360318246068
2020-05-16 17:52:00,9404.922000000002,9398.885073629832,9410.958926370173
2020-05-16 17:53:00,9404.354000000003,9399.065340434587,9409.64265956542
2020-05-16 17:54:00,9404.066000000003,9399.467704663806,9408.664295336199
2020-05-16 17:55:00,9404.160000000003,9399.820207378358,9408.49979262165
2020-05-16 17:56:00,9404.718000000004,9401.205354273648,9408.23064572636
2020-05-16 17:57:00,9406.424000000003,9396.410712827506,9416.437287172499
2020-05-16 17:58:00,9409.410000000003,9394.329887268368,9424.490112731639
2020-05-16 17:59:00,9411.348000000004,9396.0598451081,9426.636154891907
2020-05-16 18:00:00,9411.314000000004,9395.920283099957,9426.707716900051
2020-05-16 18:01:00,9411.312000000005,9395.913965060481,9426.71003493953
2020-05-16 18:02:00,9405.916000000007,9380.996711888207,9430.835288111806
2020-05-16 18:03:00,9399.594000000006,9376.084569551802,9423.103430448211
2020-05-16 18:04:00,9393.638000000006,9375.979215217385,9411.296784782628
2020-05-16 18:05:00,9390.178000000005,9373.696875038433,9406.659124961578
2020-05-16 18:06:00,9386.552000000005,9383.475040461919,9389.628959538091
2020-05-16 18:07:00,9385.620000000004,9381.979725285228,9389.260274714781
2020-05-16 18:08:00,9386.790000000005,9378.493820156304,9395.086179843705
2020-05-16 18:09:00,9388.118000000002,9378.602082808316,9397.633917191688
2020-05-16 18:10:00,9388.874000000002,9380.270133427406,9397.477866572597
2020-05-16 18:11:00,9385.724000000002,9367.114526068723,9404.333473931281
2020-05-16 18:12:00,9384.852000000003,9365.30151458406,9404.402485415945
2020-05-16 18:13:00,9382.668000000001,9365.921445727585,9399.414554272418
2020-05-16 18:14:00,9381.114000000001,9367.796540782905,9394.431459217098
2020-05-16 18:15:00,9379.092,9368.32884618715,9389.85515381285
2020-05-16 18:16:00,9380.462000000001,9374.176375130583,9386.74762486942
2020-05-16 18:17:00,9379.664,9371.664517516798,9387.663482483204
2020-05-16 18:18:00,9378.980000000001,9371.85229349657,9386.107706503433
2020-05-16 18:19:00,9380.378,9367.377266174595,9393.378733825406
2020-05-16 18:20:00,9385.292000000001,9362.064114172852,9408.51988582715
2020-05-16 18:21:00,9390.164,9364.846620198785,9415.481379801216
2020-05-16 18:22:00,9395.424000000003,9375.506788347788,9415.341211652218
2020-05-16 18:23:00,9399.338000000002,9390.316720711608,9408.359279288396
2020-05-16 18:24:00,9401.426000000003,9398.662791719911,9404.189208280095
2020-05-16 18:25:00,9402.430000000002,9396.090836017333,9408.769163982672
2020-05-16 18:26:00,9402.534000000003,9396.213895570552,9408.854104429454
2020-05-16 18:27:00,9403.496000000003,9396.670934432614,9410.321065567392
2020-05-16 18:28:00,9406.764000000001,9395.954581884338,9417.573418115664
2020-05-16 18:29:00,9409.230000000001,9398.152428063911,9420.307571936091
2020-05-16 18:30:00,9408.966000000002,9397.643521472788,9420.288478527216
2020-05-16 18:31:00,9408.466000000002,9395.602154540762,9421.329845459242
2020-05-16 18:32:00,9407.090000000002,9391.735372033188,9422.444627966815
2020-05-16 18:33:00,9403.670000000002,9390.11342963729,9417.226570362714
2020-05-16 18:34:00,9402.028000000002,9394.184704774192,9409.871295225812
2020-05-16 18:35:00,9401.714000000002,9394.65094683588,9408.777053164124
2020-05-16 18:36:00,9404.84,9390.98152966597,9418.69847033403
2020-05-16 18:37:00,9408.324000000002,9392.852415724332,9423.795584275673
2020-05-16 18:38:00,9413.306000000002,9397.85052459485,9428.761475405154
2020-05-16 18:39:00,9415.964000000002,9402.142722200926,9429.785277799077
2020-05-16 18:40:00,9417.170000000002,9407.93106066698,9426.408939333023
2020-05-16 18:41:00,9417.634000000002,9408.547486917458,9426.720513082546
2020-05-16 18:42:00,9418.228000000001,9409.07505074857,9427.380949251432
2020-05-16 18:43:00,9418.918000000001,9407.603439469462,9430.232560530541
2020-05-16 18:44:00,9417.994,9406.165985796457,9429.822014203544
2020-05-16 18:45:00,9420.828,9410.967884382058,9430.68811561794
2020-05-16 18:46:00,9422.166000000001,9412.437026775702,9431.8949732243
2020-05-16 18:47:00,9426.24,9408.271182565373,9444.208817434626
2020-05-16 18:48:00,9428.22,9407.95692027359,9448.48307972641
2020-05-16 18:49:00,9432.138,9418.203794604688,9446.072205395314
2020-05-16 18:50:00,9434.02,9422.597425859347,9445.442574140654
2020-05-16 18:51:00,9437.462000000001,9430.760725494458,9444.163274505545
2020-05-16 18:52:00,9436.106000000002,9429.221080247478,9442.990919752525
2020-05-16 18:53:00,9437.064000000002,9428.66246918719,9445.465530812815
2020-05-16 18:54:00,9440.478000000003,9425.83383119469,9455.122168805316
2020-05-16 18:55:00,9444.358000000004,9427.633369062423,9461.082630937584
2020-05-16 18:56:00,9446.154000000004,9428.851933071506,9463.456066928502
2020-05-16 18:57:00,9448.642000000003,9438.586271284585,9458.697728715422
2020-05-16 18:58:00,9448.072000000004,9435.869742831836,9460.274257168172
2020-05-16 18:59:00,9448.166000000003,9435.824487937127,9460.507512062879
2020-05-16 19:00:00,9447.406000000003,9436.403885657834,9458.408114342172
2020-05-16 19:01:00,9447.248000000003,9436.472097253683,9458.023902746323
2020-05-16 19:02:00,9447.942000000005,9437.233933881505,9458.650066118504
2020-05-16 19:03:00,9450.552000000005,9448.149193308229,9452.954806691781
2020-05-16 19:04:00,9448.590000000006,9441.204284056503,9455.975715943508
2020-05-16 19:05:00,9445.630000000005,9431.917057208679,9459.34294279133
2020-05-16 19:06:00,9443.786000000004,9430.574386926715,9456.997613073292
2020-05-16 19:07:00,9441.812000000004,9429.679931751003,9453.944068249004
2020-05-16 19:08:00,9440.518000000004,9433.168232656852,9447.867767343156
2020-05-16 19:09:00,9441.878000000004,9431.21900004699,9452.53699995302
2020-05-16 19:10:00,9444.706000000006,9435.502081269475,9453.909918730536
2020-05-16 19:11:00,9446.570000000005,9437.517188282196,9455.622811717814
2020-05-16 19:12:00,9448.172000000006,9444.170115444198,9452.173884555814
2020-05-16 19:13:00,9446.222000000005,9433.918176204203,9458.525823795808
2020-05-16 19:14:00,9443.034000000005,9426.70225422687,9459.36574577314
2020-05-16 19:15:00,9438.784000000005,9419.811100379795,9457.756899620215
2020-05-16 19:16:00,9433.748000000005,9416.578111240935,9450.917888759075
2020-05-16 19:17:00,9430.332000000006,9422.1701203146,9438.493879685411
2020-05-16 19:18:00,9428.228000000006,9421.23209548385,9435.223904516162
2020-05-16 19:19:00,9426.300000000007,9420.77632368805,9431.823676311964
2020-05-16 19:20:00,9425.274000000005,9419.512132247328,9431.035867752682
2020-05-16 19:21:00,9424.742000000004,9418.379855707442,9431.104144292565
2020-05-16 19:22:00,9424.196000000004,9420.103602169951,9428.288397830056
2020-05-16 19:23:00,9424.600000000002,9419.836115030843,9429.363884969162
2020-05-16 19:24:00,9425.334000000003,9420.36794321425,9430.300056785754
2020-05-16 19:25:00,9425.766000000003,9421.50706586113,9430.024934138877
2020-05-16 19:26:00,9426.902000000004,9424.736756364942,9429.067243635065
2020-05-16 19:27:00,9426.642000000003,9424.493633178625,9428.790366821382
2020-05-16 19:28:00,9427.644000000004,9422.44012452118,9432.847875478828
2020-05-16 19:29:00,9430.394000000004,9417.64467374334,9443.143326256668
2020-05-16 19:30:00,9433.508000000005,9419.642471521127,9447.373528478884
2020-05-16 19:31:00,9434.910000000005,9422.49216605046,9447.32783394955
2020-05-16 19:32:00,9437.276000000005,9429.60135864042,9444.95064135959
2020-05-16 19:33:00,9437.668000000005,9431.275795372632,9444.060204627378
2020-05-16 19:34:00,9434.014000000006,9420.13161836001,9447.896381640003
2020-05-16 19:35:00,9429.878000000006,9413.792880168345,9445.963119831667
2020-05-16 19:36:00,9424.354000000005,9400.144842228627,9448.563157771383
2020-05-16 19:37:00,9419.240000000005,9398.934591853407,9439.545408146603
2020-05-16 19:38:00,9415.128000000006,9402.89209872547,9427.363901274543
2020-05-16 19:39:00,9413.628000000006,9404.496336405657,9422.759663594356
2020-05-16 19:40:00,9413.522000000004,9404.755753368727,9422.288246631282
2020-05-16 19:41:00,9415.742000000006,9409.49198560001,9421.9920144
2020-05-16 19:42:00,9416.974000000006,9411.647751789493,9422.300248210518
2020-05-16 19:43:00,9419.220000000005,9412.39969208908,9426.04030791093
2020-05-16 19:44:00,9420.618000000006,9415.392286651602,9425.84371334841
2020-05-16 19:45:00,9418.870000000004,9408.46277174269,9429.277228257319
2020-05-16 19:46:00,9415.886000000004,9398.622364229977,9433.14963577003
2020-05-16 19:47:00,9411.700000000004,9388.545458328863,9434.854541671146
2020-05-16 19:48:00,9405.624000000005,9383.363157248634,9427.884842751377
2020-05-16 19:49:00,9399.490000000005,9383.962385888306,9415.017614111704
2020-05-16 19:50:00,9396.944000000007,9387.761183438515,9406.126816561498
2020-05-16 19:51:00,9396.588000000007,9388.631500769689,9404.544499230326
2020-05-16 19:52:00,9397.048000000006,9388.540527989942,9405.55547201007
2020-05-16 19:53:00,9398.586000000007,9389.9280025409,9407.243997459113
2020-05-16 19:54:00,9400.316000000008,9397.156550680633,9403.475449319383
2020-05-16 19:55:00,9399.760000000007,9394.37611664301,9405.143883357005
2020-05-16 19:56:00,9399.390000000009,9394.465550792047,9404.31444920797
2020-05-16 19:57:00,9399.908000000007,9394.210133732557,9405.605866267457
2020-05-16 19:58:00,9402.140000000007,9388.911198088967,9415.368801911047
2020-05-16 19:59:00,9404.668000000005,9388.881192849685,9420.454807150325
2020-05-16 20:00:00,9411.044000000005,9389.584178938288,9432.503821061722
2020-05-16 20:01:00,9415.050000000007,9396.712666496998,9433.387333503015
2020-05-16 20:02:00,9418.948000000008,9406.614457118894,9431.281542881121
2020-05-16 20:03:00,9419.290000000006,9407.710742683572,9430.86925731644
2020-05-16 20:04:00,9418.528000000006,9404.520406345124,9432.535593654888
2020-05-16 20:05:00,9415.088000000007,9403.354974814638,9426.821025185376
2020-05-16 20:06:00,9413.032000000007,9401.984906264519,9424.079093735494
2020-05-16 20:07:00,9412.602000000008,9403.269911273434,9421.934088726583
2020-05-16 20:08:00,9415.038000000006,9399.010614686096,9431.065385313916
2020-05-16 20:09:00,9419.674000000006,9399.677717345467,9439.670282654546
2020-05-16 20:10:00,9425.346000000005,9403.22205550541,9447.4699444946
2020-05-16 20:11:00,9430.514000000006,9415.884764886727,9445.143235113286
2020-05-16 20:12:00,9433.998000000005,9424.727472506956,9443.268527493054
2020-05-16 20:13:00,9438.420000000006,9425.681617057144,9451.158382942867
2020-05-16 20:14:00,9442.012000000006,9428.199437602,9455.824562398013
2020-05-16 20:15:00,9447.428000000005,9423.453403444519,9471.402596555492
2020-05-16 20:16:00,9452.314000000004,9430.624917031882,9474.003082968125
2020-05-16 20:17:00,9455.660000000005,9441.81703788932,9469.502962110691
2020-05-16 20:18:00,9455.622000000005,9441.68675403885,9469.55724596116
2020-05-16 20:19:00,9455.820000000005,9442.26183640762,9469.37816359239
2020-05-16 20:20:00,9456.340000000007,9440.88723972885,9471.792760271164
2020-05-16 20:21:00,9457.074000000008,9440.458936954752,9473.689063045264
2020-05-16 20:22:00,9462.314000000008,9436.522863538088,9488.105136461927
2020-05-16 20:23:00,9468.684000000008,9443.867092054075,9493.500907945941
2020-05-16 20:24:00,9475.83200000001,9456.537568679127,9495.126431320892
2020-05-16 20:25:00,9480.04200000001,9460.169283024317,9499.914716975703
2020-05-16 20:26:00,9484.32000000001,9476.676872368229,9491.963127631792
2020-05-16 20:27:00,9485.68800000001,9479.382615000217,9491.993384999801
2020-05-16 20:28:00,9485.330000000009,9477.561010361991,9493.098989638027
2020-05-16 20:29:00,9485.988000000008,9477.147033989691,9494.828966010326
2020-05-16 20:30:00,9486.872000000008,9475.89849190116,9497.845508098857
2020-05-16 20:31:00,9486.916000000008,9475.978115378404,9497.853884621612
2020-05-16 20:32:00,9484.95600000001,9471.040292328616,9498.871707671402
2020-05-16 20:33:00,9485.586000000008,9472.811802569422,9498.360197430595
2020-05-16 20:34:00,9485.004000000008,9472.995381428513,9497.012618571503
2020-05-16 20:35:00,9482.99400000001,9475.520893551164,9490.467106448856
2020-05-16 20:36:00,9479.92000000001,9466.64964959032,9493.190350409699
2020-05-16 20:37:00,9477.250000000011,9457.509123626452,9496.99087637357
2020-05-16 20:38:00,9474.918000000009,9455.233907945858,9494.60209205416
2020-05-16 20:39:00,9471.01400000001,9456.293180729454,9485.734819270567
2020-05-16 20:40:00,9467.50400000001,9462.081000830127,9472.926999169893
2020-05-16 20:41:00,9465.758000000009,9458.740630122582,9472.775369877436
2020-05-16 20:42:00,9464.19200000001,9452.912359934979,9475.471640065041
2020-05-16 20:43:00,9462.80800000001,9453.846265793021,9471.769734206999
2020-05-16 20:44:00,9462.05000000001,9454.591300381662,9469.508699618358
2020-05-16 20:45:00,9460.09400000001,9452.451374796798,9467.736625203223
2020-05-16 20:46:00,9458.646000000012,9449.40789846361,9467.884101536412
2020-05-16 20:47:00,9457.76600000001,9446.656935233035,9468.875064766986
2020-05-16 20:48:00,9455.42200000001,9445.395341533853,9465.448658466166
2020-05-16 20:49:00,9452.822000000011,9448.559855000483,9457.084144999539
2020-05-16 20:50:00,9456.30000000001,9437.012242224755,9475.587757775265
2020-05-16 20:51:00,9460.52400000001,9435.482779582528,9485.565220417493
2020-05-16 20:52:00,9466.292000000012,9438.321707187873,9494.262292812151
2020-05-16 20:53:00,9472.528000000011,9447.018047432499,9498.037952567523
2020-05-16 20:54:00,9478.99000000001,9469.979062202166,9488.000937797855
2020-05-16 20:55:00,9481.290000000012,9473.601241973089,9488.978758026935
2020-05-16 20:56:00,9482.190000000011,9477.854449285676,9486.525550714347
2020-05-16 20:57:00,9481.76400000001,9476.328862467566,9487.199137532454
2020-05-16 20:58:00,9479.08800000001,9467.145283391274,9491.030716608748
2020-05-16 20:59:00,9476.558000000012,9463.552505776544,9489.56349422348
2020-05-16 21:00:00,9477.136000000011,9462.162198879501,9492.109801120521
2020-05-16 21:01:00,9479.796000000011,9459.086699673913,9500.50530032611
2020-05-16 21:02:00,9482.654000000011,9459.158151004996,9506.149848995026
2020-05-16 21:03:00,9488.63600000001,9466.69363640817,9510.578363591849
2020-05-16 21:04:00,9496.546000000011,9479.390338543904,9513.701661456118
2020-05-16 21:05:00,9498.56600000001,9484.435907289891,9512.696092710128
2020-05-16 21:06:00,9500.63800000001,9487.743858694885,9513.532141305135
2020-05-16 21:07:00,9505.55000000001,9489.490211707614,9521.609788292406
2020-05-16 21:08:00,9509.98000000001,9490.515781546743,9529.444218453278
2020-05-16 21:09:00,9510.12000000001,9490.64499550716,9529.59500449286
2020-05-16 21:10:00,9511.72200000001,9496.387076459398,9527.056923540624
2020-05-16 21:11:00,9513.12000000001,9500.68251633182,9525.557483668199
2020-05-16 21:12:00,9509.76800000001,9494.233950946511,9525.302049053507
2020-05-16 21:13:00,9507.03400000001,9498.779599961455,9515.288400038566
2020-05-16 21:14:00,9505.178000000009,9496.872045509615,9513.483954490403
2020-05-16 21:15:00,9503.700000000008,9493.622103394244,9513.777896605772
2020-05-16 21:16:00,9502.208000000008,9495.158029787555,9509.25797021246
2020-05-16 21:17:00,9502.576000000006,9495.789872975225,9509.362127024788
2020-05-16 21:18:00,9501.338000000007,9498.052687230042,9504.623312769972
2020-05-16 21:19:00,9501.854000000007,9497.786873250509,9505.921126749505
2020-05-16 21:20:00,9502.588000000007,9500.858294823833,9504.317705176181
2020-05-16 21:21:00,9498.552000000007,9480.544849198268,9516.559150801746
2020-05-16 21:22:00,9486.690000000008,9434.810927147875,9538.56907285214
2020-05-16 21:23:00,9475.282000000008,9415.442164772987,9535.12183522703
2020-05-16 21:24:00,9465.070000000009,9412.784030562718,9517.3559694373
2020-05-16 21:25:00,9452.772000000008,9418.258792672985,9487.285207327031
2020-05-16 21:26:00,9444.060000000009,9433.220507392032,9454.899492607985
2020-05-16 21:27:00,9443.88800000001,9432.938466676695,9454.837533323325
2020-05-16 21:28:00,9445.85000000001,9431.282090060751,9460.417909939268
2020-05-16 21:29:00,9446.52800000001,9430.111913986642,9462.944086013376
2020-05-16 21:30:00,9449.904000000008,9432.544353690299,9467.263646309717
2020-05-16 21:31:00,9453.892000000009,9440.364491729893,9467.419508270124
2020-05-16 21:32:00,9457.792000000009,9452.383166484546,9463.200833515471
2020-05-16 21:33:00,9453.76400000001,9431.692332188128,9475.835667811893
2020-05-16 21:34:00,9449.88800000001,9423.655045915537,9476.120954084483
2020-05-16 21:35:00,9447.382000000009,9422.472044560503,9472.291955439514
2020-05-16 21:36:00,9446.098000000009,9423.612718591983,9468.583281408035
2020-05-16 21:37:00,9443.430000000008,9428.164843597331,9458.695156402684
2020-05-16 21:38:00,9445.110000000006,9433.415514119979,9456.804485880033
2020-05-16 21:39:00,9445.872000000007,9436.587890996007,9455.156109004007
2020-05-16 21:40:00,9447.692000000006,9435.951204456342,9459.432795543671
2020-05-16 21:41:00,9448.444000000007,9434.836571146689,9462.051428853325
2020-05-16 21:42:00,9449.684000000007,9435.046632750462,9464.321367249551
2020-05-16 21:43:00,9450.562000000007,9437.573471215035,9463.55052878498
2020-05-16 21:44:00,9449.846000000007,9434.061915611039,9465.630084388975
2020-05-16 21:45:00,9445.012000000006,9422.48498777028,9467.539012229732
2020-05-16 21:46:00,9442.024000000007,9423.301379456976,9460.746620543037
2020-05-16 21:47:00,9439.864000000005,9426.66737467387,9453.06062532614
2020-05-16 21:48:00,9438.626000000007,9427.909157181417,9449.342842818598
2020-05-16 21:49:00,9440.134000000007,9428.364279527612,9451.903720472403
2020-05-16 21:50:00,9442.700000000008,9439.510172418737,9445.889827581279
2020-05-16 21:51:00,9443.218000000008,9440.33885429369,9446.097145706326
2020-05-16 21:52:00,9443.606000000009,9439.971537178879,9447.240462821139
2020-05-16 21:53:00,9444.878000000008,9441.463694800103,9448.292305199913
2020-05-16 21:54:00,9446.928000000009,9437.311946755668,9456.54405324435
2020-05-16 21:55:00,9449.930000000008,9437.695352477585,9462.16464752243
2020-05-16 21:56:00,9451.856000000009,9441.485574743647,9462.226425256371
2020-05-16 21:57:00,9454.194000000007,9445.72202738451,9462.665972615503
2020-05-16 21:58:00,9455.310000000007,9450.866307841714,9459.7536921583
2020-05-16 21:59:00,9454.620000000006,9448.997331594552,9460.24266840546
2020-05-16 22:00:00,9454.210000000006,9449.543695252381,9458.876304747631
2020-05-16 22:01:00,9456.626000000007,9445.587652297672,9467.664347702343
2020-05-16 22:02:00,9459.378000000006,9442.26179481318,9476.494205186833
2020-05-16 22:03:00,9462.606000000007,9445.529445312439,9479.682554687575
2020-05-16 22:04:00,9466.138000000006,9453.908867569724,9478.367132430289
2020-05-16 22:05:00,9469.600000000006,9464.031086282115,9475.168913717896
2020-05-16 22:06:00,9471.876000000006,9465.274763752357,9478.477236247654
2020-05-16 22:07:00,9472.264000000006,9465.66276375236,9478.865236247653
2020-05-16 22:08:00,9473.700000000006,9467.516602875672,9479.88339712434
2020-05-16 22:09:00,9474.638000000006,9470.972801506447,9478.303198493566
2020-05-16 22:10:00,9474.462000000007,9470.368092331628,9478.555907668386
2020-05-16 22:11:00,9474.860000000006,9469.38735895594,9480.332641044071
2020-05-16 22:12:00,9477.186000000005,9467.397122638573,9486.974877361437
2020-05-16 22:13:00,9478.172000000006,9467.898535151322,9488.44546484869
2020-05-16 22:14:00,9478.888000000004,9469.668733218034,9488.107266781975
2020-05-16 22:15:00,9478.002000000004,9465.361854431336,9490.642145568672
2020-05-16 22:16:00,9474.874000000005,9456.841198775648,9492.906801224362
2020-05-16 22:17:00,9470.416000000005,9453.505898876798,9487.326101123212
2020-05-16 22:18:00,9467.488000000005,9455.500119453507,9479.475880546503
2020-05-16 22:19:00,9463.328000000005,9454.644562892669,9472.011437107341
2020-05-16 22:20:00,9460.484000000006,9449.983070517477,9470.984929482534
2020-05-16 22:21:00,9459.212000000005,9448.89560140374,9469.52839859627
2020-05-16 22:22:00,9457.286000000006,9446.349733726865,9468.222266273146
2020-05-16 22:23:00,9454.580000000005,9450.458058710155,9458.701941289855
2020-05-16 22:24:00,9452.540000000006,9444.924594561231,9460.155405438782
2020-05-16 22:25:00,9452.034000000007,9444.424576894611,9459.643423105403
2020-05-16 22:26:00,9449.662000000008,9442.357954545812,9456.966045454203
2020-05-16 22:27:00,9446.300000000007,9433.048909478963,9459.55109052105
2020-05-16 22:28:00,9444.408000000007,9433.399935683474,9455.41606431654
2020-05-16 22:29:00,9443.430000000008,9432.460205106896,9454.39979489312
2020-05-16 22:30:00,9442.768000000007,9433.895397225346,9451.640602774669
2020-05-16 22:31:00,9445.016000000007,9429.769973632558,9460.262026367456
2020-05-16 22:32:00,9448.070000000005,9436.162078267103,9459.977921732907
2020-05-16 22:33:00,9449.512000000006,9438.672881954846,9460.351118045166
2020-05-16 22:34:00,9452.196000000005,9445.25828279642,9459.133717203591
2020-05-16 22:35:00,9451.764000000005,9443.328508313272,9460.199491686737
2020-05-16 22:36:00,9446.640000000003,9427.632675096253,9465.647324903754
2020-05-16 22:37:00,9440.870000000004,9413.239448069276,9468.500551930732
2020-05-16 22:38:00,9433.706000000004,9400.767151811331,9466.644848188676
2020-05-16 22:39:00,9427.918000000005,9405.034654964888,9450.801345035123
2020-05-16 22:40:00,9423.758000000005,9412.12029060356,9435.395709396451
2020-05-16 22:41:00,9419.212000000005,9403.98664351827,9434.43735648174
2020-05-16 22:42:00,9416.318000000005,9398.76200159502,9433.87399840499
2020-05-16 22:43:00,9418.816000000004,9398.882567781848,9438.749432218161
2020-05-16 22:44:00,9418.816000000004,9398.882567781848,9438.749432218161
2020-05-16 22:45:00,9418.140000000005,9399.002805848411,9437.277194151598
2020-05-16 22:46:00,9416.800000000007,9393.604737552778,9439.995262447235
2020-05-16 22:47:00,9415.618000000006,9389.70894984382,9441.527050156192
2020-05-16 22:48:00,9412.760000000006,9390.433240271026,9435.086759728985
2020-05-16 22:49:00,9410.350000000004,9393.186136798631,9427.513863201377
2020-05-16 22:50:00,9410.596000000005,9392.624719578302,9428.567280421708
2020-05-16 22:51:00,9416.336000000005,9395.162230378239,9437.50976962177
